"date","median_ndvi","landsat","year","month","day"
2005-02-03,0.209829702973366,"Landsat4/5 (TM)",2005,2,3
2005-02-08,0.201945893112804,"Landsat4/5 (TM)",2005,2,8
2005-02-13,0.193855942386629,"Landsat4/5 (TM)",2005,2,13
2005-02-18,0.188651963779048,"Landsat4/5 (TM)",2005,2,18
2005-02-23,0.187347021243617,"Landsat4/5 (TM)",2005,2,23
2005-02-28,0.186775449467159,"Landsat4/5 (TM)",2005,2,28
2005-03-05,0.186276072584547,"Landsat4/5 (TM)",2005,3,5
2005-03-10,0.185293337521345,"Landsat4/5 (TM)",2005,3,10
2005-03-15,0.183271691203117,"Landsat4/5 (TM)",2005,3,15
2005-03-20,0.171290543895766,"Landsat4/5 (TM)",2005,3,20
2005-03-25,0.15651838388294,"Landsat4/5 (TM)",2005,3,25
2005-03-30,0.143855264759623,"Landsat4/5 (TM)",2005,3,30
2005-04-04,0.135857824546595,"Landsat4/5 (TM)",2005,4,4
2005-04-09,0.133132323736307,"Landsat4/5 (TM)",2005,4,9
2005-04-14,0.13585257176081,"Landsat4/5 (TM)",2005,4,14
2005-04-19,0.141521914460013,"Landsat4/5 (TM)",2005,4,19
2005-04-24,0.147808862626682,"Landsat4/5 (TM)",2005,4,24
2005-04-29,0.152381927053586,"Landsat4/5 (TM)",2005,4,29
2005-05-04,0.153365647018537,"Landsat4/5 (TM)",2005,5,4
2005-05-09,0.15339378971508,"Landsat4/5 (TM)",2005,5,9
2005-05-14,0.152663948855358,"Landsat4/5 (TM)",2005,5,14
2005-05-19,0.150437369858944,"Landsat4/5 (TM)",2005,5,19
2005-05-24,0.147805069680856,"Landsat4/5 (TM)",2005,5,24
2005-05-29,0.14514075662737,"Landsat4/5 (TM)",2005,5,29
2005-06-03,0.143514037132263,"Landsat4/5 (TM)",2005,6,3
2005-06-08,0.145895448714327,"Landsat4/5 (TM)",2005,6,8
2005-06-13,0.150454822847678,"Landsat4/5 (TM)",2005,6,13
2005-06-18,0.157545040520745,"Landsat4/5 (TM)",2005,6,18
2005-06-23,0.167273564892821,"Landsat4/5 (TM)",2005,6,23
2005-06-28,0.17900942380511,"Landsat4/5 (TM)",2005,6,28
2005-07-03,0.192211466393201,"Landsat4/5 (TM)",2005,7,3
2005-07-08,0.206347983136948,"Landsat4/5 (TM)",2005,7,8
2005-07-13,0.220887264516205,"Landsat4/5 (TM)",2005,7,13
2005-07-18,0.235297601010825,"Landsat4/5 (TM)",2005,7,18
2005-07-23,0.249256106377812,"Landsat4/5 (TM)",2005,7,23
2005-07-28,0.264151208550989,"Landsat4/5 (TM)",2005,7,28
2005-08-02,0.279888022257015,"Landsat4/5 (TM)",2005,8,2
2005-08-07,0.295899701670656,"Landsat4/5 (TM)",2005,8,7
2005-08-12,0.311619400966679,"Landsat4/5 (TM)",2005,8,12
2005-08-17,0.326480274319852,"Landsat4/5 (TM)",2005,8,17
2005-08-22,0.339915475904941,"Landsat4/5 (TM)",2005,8,22
2005-08-27,0.351358159896714,"Landsat4/5 (TM)",2005,8,27
2005-09-01,0.359817967039998,"Landsat4/5 (TM)",2005,9,1
